ID,Indicator,Country,"Country Code",Year,"Country Score","Country Color","Country Cateory","Created By","Created At"
5715,"Overall Score","No Country",VNM,2022,4.432436619,#fdae61,High,Admin,"2024-11-20 10:04:56"
5716,"Overall Score","No Country",VUT,2022,4.503898384,#fdae61,High,Admin,"2024-11-20 10:04:56"
5717,"Overall Score","No Country",YEM,2022,4.680693964,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5718,"Overall Score","No Country",ZAF,2022,4.218464398,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5719,"Overall Score","No Country",ZMB,2022,4.724686322,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5720,"Overall Score","No Country",ZWE,2022,4.373367068,#fdae61,High,Admin,"2024-11-20 10:04:56"
5721,"Overall Score",Afghanistan,AFG,2021,2.914092813,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5722,"Overall Score",Angola,AGO,2021,4.239175576,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5723,"Overall Score","No Country",ALB,2021,1.299227547,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5724,"Overall Score","No Country",ARE,2021,1.027931701,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5725,"Overall Score","No Country",ARG,2021,1.881782693,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5726,"Overall Score","No Country",ARM,2021,1.394010228,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5727,"Overall Score","No Country",AUS,2021,1.146849081,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5728,"Overall Score","No Country",AUT,2021,1.085741068,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5729,"Overall Score","No Country",AZE,2021,1.905846198,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5730,"Overall Score","No Country",BDI,2021,2.227215017,#fdae61,High,Admin,"2024-11-20 10:04:56"
5731,"Overall Score","No Country",BEL,2021,1.081208396,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5732,"Overall Score","No Country",BEN,2021,3.144143717,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5733,"Overall Score","No Country",BFA,2021,3.577239342,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5734,"Overall Score","No Country",BGD,2021,2.746336486,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5735,"Overall Score","No Country",BGR,2021,1.870866310,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5736,"Overall Score","No Country",BHR,2021,1.160613216,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5737,"Overall Score","No Country",BIH,2021,1.188711036,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5738,"Overall Score","No Country",BLR,2021,1.235936258,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5739,"Overall Score","No Country",BOL,2021,2.468585735,#fdae61,High,Admin,"2024-11-20 10:04:56"
5740,"Overall Score","No Country",BRA,2021,2.027374017,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5741,"Overall Score","No Country",BTN,2021,1.405068999,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5742,"Overall Score","No Country",BWA,2021,2.125241762,#fdae61,High,Admin,"2024-11-20 10:04:56"
5743,"Overall Score","No Country",CAF,2021,4.763755236,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5744,"Overall Score","No Country",CAN,2021,1.120317524,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5745,"Overall Score","No Country",CHE,2021,1.007214305,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5746,"Overall Score","No Country",CHL,2021,1.526217117,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5747,"Overall Score","No Country",CHN,2021,1.216903782,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5748,"Overall Score","No Country",CIV,2021,3.445744391,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5749,"Overall Score","No Country",CMR,2021,3.574130546,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5750,"Overall Score","No Country",COD,2021,3.540527071,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5751,"Overall Score","No Country",COG,2021,3.414063149,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5752,"Overall Score","No Country",COL,2021,2.355672366,#fdae61,High,Admin,"2024-11-20 10:04:56"
5753,"Overall Score","No Country",CRI,2021,1.836289854,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5754,"Overall Score","No Country",CUB,2021,2.113281204,#fdae61,High,Admin,"2024-11-20 10:04:56"
5755,"Overall Score","No Country",CYP,2021,1.116734103,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5756,"Overall Score","No Country",CZE,2021,1.185127615,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5757,"Overall Score","No Country",DEU,2021,1.131874651,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5758,"Overall Score","No Country",DJI,2021,1.493942594,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5759,"Overall Score","No Country",DNK,2021,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5760,"Overall Score","No Country",DOM,2021,2.512180073,#fdae61,High,Admin,"2024-11-20 10:04:56"
5761,"Overall Score","No Country",DZA,2021,1.232708805,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5762,"Overall Score","No Country",ECU,2021,2.453658768,#fdae61,High,Admin,"2024-11-20 10:04:56"
5763,"Overall Score","No Country",EGY,2021,2.017098378,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5764,"Overall Score","No Country",ERI,2021,2.481970170,#fdae61,High,Admin,"2024-11-20 10:04:56"
5765,"Overall Score","No Country",ESP,2021,1.103776831,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5766,"Overall Score","No Country",EST,2021,1.162701567,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5767,"Overall Score","No Country",ETH,2021,2.597422784,#fdae61,High,Admin,"2024-11-20 10:04:56"
5768,"Overall Score","No Country",FIN,2021,1.053419082,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5769,"Overall Score","No Country",FRA,2021,1.180855987,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5770,"Overall Score","No Country",GAB,2021,3.118442754,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5771,"Overall Score","No Country",GBR,2021,1.204872029,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5772,"Overall Score","No Country",GEO,2021,1.705910272,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5773,"Overall Score","No Country",GHA,2021,2.477698542,#fdae61,High,Admin,"2024-11-20 10:04:56"
5774,"Overall Score","No Country",GIN,2021,3.679758416,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5775,"Overall Score","No Country",GMB,2021,2.454252050,#fdae61,High,Admin,"2024-11-20 10:04:56"
5776,"Overall Score","No Country",GNB,2021,3.032084673,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5777,"Overall Score","No Country",GNQ,2021,4.270121148,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5778,"Overall Score","No Country",GRC,2021,1.155938156,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5779,"Overall Score","No Country",GTM,2021,2.474803327,#fdae61,High,Admin,"2024-11-20 10:04:56"
5780,"Overall Score","No Country",GUY,2021,2.534178957,#fdae61,High,Admin,"2024-11-20 10:04:56"
5781,"Overall Score","No Country",HND,2021,2.662707500,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5782,"Overall Score","No Country",HRV,2021,1.159687697,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5783,"Overall Score","No Country",HTI,2021,2.201680174,#fdae61,High,Admin,"2024-11-20 10:04:56"
5784,"Overall Score","No Country",HUN,2021,1.480320847,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5785,"Overall Score","No Country",IDN,2021,1.759898905,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5786,"Overall Score","No Country",IND,2021,1.363705400,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5787,"Overall Score","No Country",IRL,2021,1.095708200,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5788,"Overall Score","No Country",IRN,2021,1.670337103,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5789,"Overall Score","No Country",IRQ,2021,2.430615708,#fdae61,High,Admin,"2024-11-20 10:04:56"
5790,"Overall Score","No Country",ISL,2021,1.082750928,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5791,"Overall Score","No Country",ISR,2021,1.135410610,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5792,"Overall Score","No Country",ITA,2021,1.049479692,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5793,"Overall Score","No Country",JAM,2021,1.732251979,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5794,"Overall Score","No Country",JOR,2021,1.556759258,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5795,"Overall Score","No Country",JPN,2021,1.023612611,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5796,"Overall Score","No Country",KAZ,2021,1.473889673,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5797,"Overall Score","No Country",KEN,2021,2.477912123,#fdae61,High,Admin,"2024-11-20 10:04:56"
5798,"Overall Score","No Country",KGZ,2021,1.778124518,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5799,"Overall Score","No Country",KHM,2021,2.033378027,#fdae61,High,Admin,"2024-11-20 10:04:56"
5800,"Overall Score","No Country",KOR,2021,1.007190574,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5801,"Overall Score","No Country",KWT,2021,1.088517626,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5802,"Overall Score","No Country",LAO,2021,2.691256215,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5803,"Overall Score","No Country",LBN,2021,1.436607853,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5804,"Overall Score","No Country",LBR,2021,3.882684481,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5805,"Overall Score","No Country",LBY,2021,1.119178424,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5806,"Overall Score","No Country",LKA,2021,1.326115073,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5807,"Overall Score","No Country",LSO,2021,3.080282877,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5808,"Overall Score","No Country",LTU,2021,1.200980101,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5809,"Overall Score","No Country",LVA,2021,1.220890634,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5810,"Overall Score","No Country",MAR,2021,1.570214887,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5811,"Overall Score","No Country",MDA,2021,1.614331312,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5812,"Overall Score","No Country",MDG,2021,3.788922245,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5813,"Overall Score","No Country",MEX,2021,2.244966005,#fdae61,High,Admin,"2024-11-20 10:04:56"
5814,"Overall Score","No Country",MKD,2021,1.343130391,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5815,"Overall Score","No Country",MLI,2021,4.515882151,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5816,"Overall Score","No Country",MMR,2021,1.738873002,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5817,"Overall Score","No Country",MNE,2021,1.200600401,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5818,"Overall Score","No Country",MNG,2021,1.588535425,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5819,"Overall Score","No Country",MOZ,2021,4.888842745,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5820,"Overall Score","No Country",MRT,2021,2.806068085,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5821,"Overall Score","No Country",MUS,2021,1.537655588,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5822,"Overall Score","No Country",MWI,2021,3.751806543,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5823,"Overall Score","No Country",MYS,2021,1.174733320,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5824,"Overall Score","No Country",NAM,2021,2.495924155,#fdae61,High,Admin,"2024-11-20 10:04:56"
5825,"Overall Score","No Country",NER,2021,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5826,"Overall Score","No Country",NGA,2021,3.367597328,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5827,"Overall Score","No Country",NIC,2021,2.987256310,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5828,"Overall Score","No Country",NLD,2021,1.021263215,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5829,"Overall Score","No Country",NOR,2021,1.010156982,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5830,"Overall Score","No Country",NPL,2021,2.469653642,#fdae61,High,Admin,"2024-11-20 10:04:56"
5831,"Overall Score","No Country",NZL,2021,1.254446646,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5832,"Overall Score","No Country",OMN,2021,1.190704463,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5833,"Overall Score","No Country",PAK,2021,1.957817673,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5834,"Overall Score","No Country",PAN,2021,2.613821090,#fdae61,High,Admin,"2024-11-20 10:04:56"
5835,"Overall Score","No Country",PER,2021,2.301612540,#fdae61,High,Admin,"2024-11-20 10:04:56"
5836,"Overall Score","No Country",PHL,2021,2.098615281,#fdae61,High,Admin,"2024-11-20 10:04:56"
5837,"Overall Score","No Country",PNG,2021,2.265873251,#fdae61,High,Admin,"2024-11-20 10:04:56"
5838,"Overall Score","No Country",POL,2021,1.183798664,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5839,"Overall Score","No Country",PRK,2021,1.009895938,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5840,"Overall Score","No Country",PRT,2021,1.131376295,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5841,"Overall Score","No Country",PRY,2021,2.624144191,#fdae61,High,Admin,"2024-11-20 10:04:56"
5842,"Overall Score","No Country",PSE,2021,1.986295193,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5843,"Overall Score","No Country",QAT,2021,1.122477070,#1a9850,"Very Low",Admin,"2024-11-20 10:04:56"
5844,"Overall Score","No Country",ROU,2021,1.817969315,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5845,"Overall Score","No Country",RUS,2021,1.310404974,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5846,"Overall Score","No Country",RWA,2021,1.724657973,#fee98b,Medium,Admin,"2024-11-20 10:04:56"
5847,"Overall Score","No Country",SAU,2021,1.238000878,#a6d96a,Low,Admin,"2024-11-20 10:04:56"
5848,"Overall Score","No Country",SDN,2021,2.851038836,#d73027,"Very High",Admin,"2024-11-20 10:04:56"
5849,"Overall Score","No Country",SEN,2021,2.531758368,#fdae61,High,Admin,"2024-11-20 10:04:57"
5850,"Overall Score","No Country",SGP,2021,1.016967856,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5851,"Overall Score","No Country",SLB,2021,2.384553318,#fdae61,High,Admin,"2024-11-20 10:04:57"
5852,"Overall Score","No Country",SLE,2021,3.349324252,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5853,"Overall Score","No Country",SLV,2021,2.281061262,#fdae61,High,Admin,"2024-11-20 10:04:57"
5854,"Overall Score","No Country",SOM,2021,3.754867876,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5855,"Overall Score","No Country",SRB,2021,1.308245429,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5856,"Overall Score","No Country",SSD,2021,3.308838710,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5857,"Overall Score","No Country",SVK,2021,1.579019187,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5858,"Overall Score","No Country",SVN,2021,1.060989357,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5859,"Overall Score","No Country",SWE,2021,1.034101831,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5860,"Overall Score","No Country",SWZ,2021,2.614343178,#fdae61,High,Admin,"2024-11-20 10:04:57"
5861,"Overall Score","No Country",SYR,2021,1.873595406,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5862,"Overall Score","No Country",TCD,2021,4.236897374,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5863,"Overall Score","No Country",TGO,2021,2.802911826,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5864,"Overall Score","No Country",THA,2021,1.731777353,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5865,"Overall Score","No Country",TJK,2021,2.032761014,#fdae61,High,Admin,"2024-11-20 10:04:57"
5866,"Overall Score","No Country",TKM,2021,1.471326696,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5867,"Overall Score","No Country",TLS,2021,1.758664879,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5868,"Overall Score","No Country",TTO,2021,1.859641421,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5869,"Overall Score","No Country",TUN,2021,1.113364263,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5870,"Overall Score","No Country",TUR,2021,1.355399457,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5871,"Overall Score","No Country",TZA,2021,3.889139386,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5872,"Overall Score","No Country",UGA,2021,3.516226254,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5873,"Overall Score","No Country",UKR,2021,1.325925223,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5874,"Overall Score","No Country",URY,2021,1.814409625,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5875,"Overall Score","No Country",USA,2021,1.333614153,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5876,"Overall Score","No Country",UZB,2021,1.331074908,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5877,"Overall Score","No Country",VEN,2021,2.917652503,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5878,"Overall Score","No Country",VNM,2021,1.775822585,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5879,"Overall Score","No Country",VUT,2021,2.475016909,#fdae61,High,Admin,"2024-11-20 10:04:57"
5880,"Overall Score","No Country",YEM,2021,2.245796599,#fdae61,High,Admin,"2024-11-20 10:04:57"
5881,"Overall Score","No Country",ZAF,2021,2.407216678,#fdae61,High,Admin,"2024-11-20 10:04:57"
5882,"Overall Score","No Country",ZMB,2021,3.731682428,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5883,"Overall Score","No Country",ZWE,2021,3.192864008,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5884,"Overall Score",Afghanistan,AFG,2023,2.974361875,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5885,"Overall Score",Angola,AGO,2023,1.925392955,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5886,"Overall Score","No Country",ALB,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5887,"Overall Score","No Country",ARG,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5888,"Overall Score","No Country",ARM,2023,2.735168484,#fdae61,High,Admin,"2024-11-20 10:04:57"
5889,"Overall Score","No Country",AUT,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5890,"Overall Score","No Country",AZE,2023,3.397752934,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5891,"Overall Score","No Country",BDI,2023,2.472359979,#fdae61,High,Admin,"2024-11-20 10:04:57"
5892,"Overall Score","No Country",BEL,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5893,"Overall Score","No Country",BEN,2023,2.877977451,#fdae61,High,Admin,"2024-11-20 10:04:57"
5894,"Overall Score","No Country",BFA,2023,3.376595783,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5895,"Overall Score","No Country",BGD,2023,3.005620193,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5896,"Overall Score","No Country",BHR,2023,1.557142075,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5897,"Overall Score","No Country",BIH,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5898,"Overall Score","No Country",BLR,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5899,"Overall Score","No Country",BOL,2023,1.782047773,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5900,"Overall Score","No Country",BRA,2023,4.120416634,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5901,"Overall Score","No Country",BWA,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5902,"Overall Score","No Country",CAF,2023,2.564095545,#fdae61,High,Admin,"2024-11-20 10:04:57"
5903,"Overall Score","No Country",CAN,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5904,"Overall Score","No Country",CHL,2023,2.729773865,#fdae61,High,Admin,"2024-11-20 10:04:57"
5905,"Overall Score","No Country",CHN,2023,2.472359979,#fdae61,High,Admin,"2024-11-20 10:04:57"
5906,"Overall Score","No Country",CIV,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5907,"Overall Score","No Country",CMR,2023,3.550267177,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5908,"Overall Score","No Country",COD,2023,3.828132519,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5909,"Overall Score","No Country",COG,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5910,"Overall Score","No Country",CRI,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5911,"Overall Score","No Country",CUB,2023,2.161620333,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5912,"Overall Score","No Country",CYP,2023,1.720095685,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5913,"Overall Score","No Country",CZE,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5914,"Overall Score","No Country",DEU,2023,1.557142075,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5915,"Overall Score","No Country",DOM,2023,1.557142075,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5916,"Overall Score","No Country",DZA,2023,1.782047773,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5917,"Overall Score","No Country",ECU,2023,2.223572421,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5918,"Overall Score","No Country",EGY,2023,1.720095685,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5919,"Overall Score","No Country",ERI,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5920,"Overall Score","No Country",ESP,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5921,"Overall Score","No Country",ETH,2023,3.551674860,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5922,"Overall Score","No Country",FRA,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5923,"Overall Score","No Country",GAB,2023,1.557142075,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5924,"Overall Score","No Country",GBR,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5925,"Overall Score","No Country",GEO,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5926,"Overall Score","No Country",GHA,2023,2.161620333,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5927,"Overall Score","No Country",GIN,2023,2.161620333,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5928,"Overall Score","No Country",GMB,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5929,"Overall Score","No Country",GNB,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5930,"Overall Score","No Country",GRC,2023,2.309406368,#fdae61,High,Admin,"2024-11-20 10:04:57"
5931,"Overall Score","No Country",GTM,2023,3.361093854,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5932,"Overall Score","No Country",GUY,2023,1.646821918,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5933,"Overall Score","No Country",HND,2023,2.959307941,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5934,"Overall Score","No Country",HTI,2023,3.557256797,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5935,"Overall Score","No Country",HUN,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5936,"Overall Score","No Country",IDN,2023,3.016409916,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5937,"Overall Score","No Country",IND,2023,3.476146427,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5938,"Overall Score","No Country",IRN,2023,2.799410566,#fdae61,High,Admin,"2024-11-20 10:04:57"
5939,"Overall Score","No Country",IRQ,2023,4.174167292,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5940,"Overall Score","No Country",ISR,2023,3.417851774,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5941,"Overall Score","No Country",ITA,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5942,"Overall Score","No Country",JAM,2023,2.927394909,#fdae61,High,Admin,"2024-11-20 10:04:57"
5943,"Overall Score","No Country",JOR,2023,1.883049296,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5944,"Overall Score","No Country",JPN,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5945,"Overall Score","No Country",KAZ,2023,2.114284149,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5946,"Overall Score","No Country",KEN,2023,2.617760885,#fdae61,High,Admin,"2024-11-20 10:04:57"
5947,"Overall Score","No Country",KGZ,2023,2.161620333,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5948,"Overall Score","No Country",KHM,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5949,"Overall Score","No Country",LAO,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5950,"Overall Score","No Country",LBN,2023,3.892599276,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5951,"Overall Score","No Country",LBR,2023,1.557142075,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5952,"Overall Score","No Country",LBY,2023,2.353292805,#fdae61,High,Admin,"2024-11-20 10:04:57"
5953,"Overall Score","No Country",LKA,2023,1.720095685,#fee98b,Medium,Admin,"2024-11-20 10:04:57"
5954,"Overall Score","No Country",LSO,2023,1.557142075,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5955,"Overall Score","No Country",LTU,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5956,"Overall Score","No Country",MAR,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5957,"Overall Score","No Country",MDA,2023,1.441524648,#a6d96a,Low,Admin,"2024-11-20 10:04:57"
5958,"Overall Score","No Country",MDG,2023,3.005620193,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5959,"Overall Score","No Country",MEX,2023,3.590490024,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5960,"Overall Score","No Country",MKD,2023,1.278571037,#1a9850,"Very Low",Admin,"2024-11-20 10:04:57"
5961,"Overall Score","No Country",MLI,2023,3.466709871,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
5962,"Overall Score","No Country",MMR,2023,4.118363536,#d73027,"Very High",Admin,"2024-11-20 10:04:57"
